Diresa,Red,Microred,EESS,Dpto_EESS,Prov_EESS,Dist_EESS,Renipress
ICA,CHINCHA - PISCO,TUPAC AMARU INCA,I-3   - 00003493 - CASALLA,ICA,PISCO,TUPAC AMARU INCA,3493
ICA,ICA-PALPA-NAZCA,ICA,I-2   - 00003385 - SAN MARTIN DE PORRAS,ICA,ICA,ICA,3385
ICA,ICA-PALPA-NAZCA,ICA,I-2   - 00003391 - CHANCHAJALLA,ICA,ICA,LA TINGUIÑA,3391
ICA,ICA-PALPA-NAZCA,ICA,I-2   - 00003392 - PASAJE TINGUIÑA VALLE,ICA,ICA,PARCONA,3392
ICA,ICA-PALPA-NAZCA,ICA,I-3   - 00003364 - SAN JUAN BAUTISTA,ICA,ICA,SAN JUAN BAUTISTA,3364
ICA,ICA-PALPA-NAZCA,ICA,I-3   - 00003368 - ACOMAYO,ICA,ICA,PARCONA,3368
ICA,ICA-PALPA-NAZCA,ICA,I-3   - 00003381 - FONAVI IV,ICA,ICA,SUBTANJALLA,3381
ICA,ICA-PALPA-NAZCA,ICA,I-3   - 00003386 - EL CARMEN-OLIVO,ICA,ICA,SAN JUAN BAUTISTA,3386
ICA,ICA-PALPA-NAZCA,ICA,II-1  - 00003359 - SANTA MARIA DEL SOCORRO,ICA,ICA,ICA,3359
ICA,ICA-PALPA-NAZCA,LA PALMA,I-1   - 00003398 - COCHARCAS,ICA,ICA,YAUCA DEL ROSARIO,3398
ICA,ICA-PALPA-NAZCA,LA PALMA,I-2   - 00003376 - CACHICHE,ICA,ICA,ICA,3376
ICA,ICA-PALPA-NAZCA,LA PALMA,I-2   - 00003377 - EL HUARANGO,ICA,ICA,ICA,3377
ICA,ICA-PALPA-NAZCA,LA PALMA,I-2   - 00003393 - EL ARENAL,ICA,ICA,LOS AQUIJES,3393
ICA,ICA-PALPA-NAZCA,LA PALMA,I-2   - 00003394 - PARINA CHICO,ICA,ICA,LOS AQUIJES,3394
ICA,ICA-PALPA-NAZCA,LA PALMA,I-2   - 00003395 - PP.JJ. EL ROSARIO,ICA,ICA,LOS AQUIJES,3395
ICA,ICA-PALPA-NAZCA,LA PALMA,I-2   - 00003397 - PAMPAHUASI,ICA,ICA,YAUCA DEL ROSARIO,3397
ICA,ICA-PALPA-NAZCA,LA PALMA,I-2   - 00003399 - SAN JOSE DE CURIS,ICA,ICA,YAUCA DEL ROSARIO,3399
ICA,ICA-PALPA-NAZCA,LA PALMA,I-2   - 00003400 - HUARANGAL,ICA,ICA,YAUCA DEL ROSARIO,3400
ICA,ICA-PALPA-NAZCA,LA PALMA,I-3   - 00003361 - LA PALMA GRANDE,ICA,ICA,ICA,3361
ICA,ICA-PALPA-NAZCA,LA PALMA,I-3   - 00003369 - LOS AQUIJES,ICA,ICA,LOS AQUIJES,3369
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,I-1   - 00003389 - PUESTO SALUD HUAMANI,ICA,ICA,SAN JOSE DE LOS MOLINOS,3389
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,I-2   - 00003388 - PAMPA DE LA ISLA,ICA,ICA,SAN JOSE DE LOS MOLINOS,3388
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,I-2   - 00003390 - SANTA BARBARA,ICA,ICA,LA TINGUIÑA,3390
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,I-2   - 00003396 - YAURILLA,ICA,ICA,LOS AQUIJES,3396
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,I-3   - 00003365 - LOS MOLINOS,ICA,ICA,SAN JOSE DE LOS MOLINOS,3365
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,I-3   - 00003366 - LA TINGUIÑA,ICA,ICA,LA TINGUIÑA,3366
ICA,ICA-PALPA-NAZCA,LA TINGUIÑA/PARCONA,I-3   - 00003367 - PARCONA,ICA,ICA,PARCONA,3367
ICA,ICA-PALPA-NAZCA,NASCA,I-1   - 00003451 - SAN JAVIER,ICA,NAZCA,CHANGUILLO,3451
ICA,ICA-PALPA-NAZCA,NASCA,I-1   - 00006845 - LAS CAÑAS,ICA,NAZCA,NAZCA,6845
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003448 - SAN LUIS DE PAJONAL,ICA,NAZCA,NAZCA,3448
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003449 - CABILDO,ICA,NAZCA,CHANGUILLO,3449
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003450 - COYUNGO,ICA,NAZCA,CHANGUILLO,3450
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003452 - TULIN,ICA,NAZCA,EL INGENIO,3452
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003453 - TUPAC AMARU,ICA,NAZCA,MARCONA,3453
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003454 - COPARA,ICA,NAZCA,VISTA ALEGRE,3454
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003455 - LAS TRANCAS,ICA,NAZCA,VISTA ALEGRE,3455
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003456 - TARUGA,ICA,NAZCA,VISTA ALEGRE,3456
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00003457 - BUENA FE,ICA,NAZCA,NAZCA,3457
ICA,ICA-PALPA-NAZCA,NASCA,I-2   - 00020900 - SAN MIGUEL DE LA PASCANA,ICA,NAZCA,EL INGENIO,20900
ICA,ICA-PALPA-NAZCA,NASCA,I-3   - 00003444 - CHANGUILLO,ICA,NAZCA,CHANGUILLO,3444
ICA,ICA-PALPA-NAZCA,NASCA,I-3   - 00003445 - EL INGENIO,ICA,NAZCA,EL INGENIO,3445
ICA,ICA-PALPA-NAZCA,NASCA,I-3   - 00003446 - MARCONA,ICA,NAZCA,MARCONA,3446
ICA,ICA-PALPA-NAZCA,NASCA,I-3   - 00003447 - VISTA ALEGRE,ICA,NAZCA,VISTA ALEGRE,3447
ICA,ICA-PALPA-NAZCA,NASCA,II-1  - 00003443 - RICARDO CRUZADO RIVAROLA DE NASCA,ICA,NAZCA,NAZCA,3443
ICA,ICA-PALPA-NAZCA,PALPA,I-1   - 00003460 - PUEBLO NUEVO,ICA,PALPA,PALPA,3460
ICA,ICA-PALPA-NAZCA,PALPA,I-1   - 00003461 - SAN IGNACIO,ICA,PALPA,PALPA,3461
ICA,ICA-PALPA-NAZCA,PALPA,I-1   - 00003467 - EL PALMAR,ICA,PALPA,RIO GRANDE,3467
ICA,ICA-PALPA-NAZCA,PALPA,I-1   - 00003468 - SANTA CRUZ,ICA,PALPA,SANTA CRUZ,3468
ICA,ICA-PALPA-NAZCA,PALPA,I-1   - 00003469 - SAN FRANCISCO,ICA,PALPA,SANTA CRUZ,3469
ICA,ICA-PALPA-NAZCA,PALPA,I-2   - 00003462 - SACRAMENTO,ICA,PALPA,PALPA,3462
ICA,ICA-PALPA-NAZCA,PALPA,I-2   - 00003463 - SARAMARCA,ICA,PALPA,PALPA,3463
ICA,ICA-PALPA-NAZCA,PALPA,I-2   - 00003464 - LLIPATA,ICA,PALPA,LLIPATA,3464
ICA,ICA-PALPA-NAZCA,PALPA,I-2   - 00003465 - LA ISLA,ICA,PALPA,RIO GRANDE,3465
ICA,ICA-PALPA-NAZCA,PALPA,I-2   - 00003471 - TIBILLOS,ICA,PALPA,TIBILLO,3471
ICA,ICA-PALPA-NAZCA,PALPA,I-3   - 00003459 - RIO GRANDE,ICA,PALPA,RIO GRANDE,3459
ICA,ICA-PALPA-NAZCA,PALPA,I-4   - 00003458 - DE APOYO DE PALPA,ICA,PALPA,PALPA,3458
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-1   - 00003401 - SAN RAFAEL,ICA,ICA,PUEBLO NUEVO,3401
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-1   - 00003402 - PARIÑA GRANDE,ICA,ICA,PUEBLO NUEVO,3402
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-1   - 00003403 - CALLEJON LOS ESPINOS,ICA,ICA,PUEBLO NUEVO,3403
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-1   - 00003404 - LUJARAJA,ICA,ICA,TATE,3404
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-1   - 00003405 - PUNO,ICA,ICA,TATE,3405
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-1   - 00003406 - LOS CALDERONES,ICA,ICA,TATE,3406
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-2   - 00003372 - PACHACUTEC,ICA,ICA,PACHACUTEC,3372
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-2   - 00003407 - EL PALTO,ICA,ICA,PACHACUTEC,3407
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-3   - 00003370 - CENTRO DE SALUD PUEBLO NUEVO,ICA,ICA,PUEBLO NUEVO,3370
ICA,ICA-PALPA-NAZCA,PUEBLO NUEVO,I-3   - 00003371 - TATE,ICA,ICA,TATE,3371
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-2   - 00003375 - SENOR DE LUREN,ICA,ICA,ICA,3375
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-2   - 00003379 - ARRABALES,ICA,ICA,SUBTANJALLA,3379
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-2   - 00003380 - YANQUIZA,ICA,ICA,SUBTANJALLA,3380
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-2   - 00003382 - COLLAZOS,ICA,ICA,SALAS,3382
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-2   - 00003383 - CERRO PRIETO,ICA,ICA,SALAS,3383
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-2   - 00003384 - PAMPA DE VILLACURI,ICA,ICA,SALAS,3384
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-2   - 00003387 - CAMINO DE REYES,ICA,ICA,SAN JUAN BAUTISTA,3387
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-3   - 00003360 - SAN JOAQUIN,ICA,ICA,ICA,3360
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-3   - 00003362 - SUBTANJALLA,ICA,ICA,SUBTANJALLA,3362
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-3   - 00003363 - GUADALUPE,ICA,ICA,SALAS,3363
ICA,ICA-PALPA-NAZCA,SAN JOAQUIN,I-3   - 00003378 - LA ANGOSTURA,ICA,ICA,SUBTANJALLA,3378
ICA,ICA-PALPA-NAZCA,SANTIAGO,I-1   - 00003410 - AGUADA DE PALOS,ICA,ICA,SANTIAGO,3410
ICA,ICA-PALPA-NAZCA,SANTIAGO,I-1   - 00003411 - PUESTO DE SALUD CALLANGO,ICA,ICA,OCUCAJE,3411
ICA,ICA-PALPA-NAZCA,SANTIAGO,I-2   - 00003374 - OCUCAJE,ICA,ICA,OCUCAJE,3374
ICA,ICA-PALPA-NAZCA,SANTIAGO,I-2   - 00003408 - LA VENTA,ICA,ICA,SANTIAGO,3408
ICA,ICA-PALPA-NAZCA,SANTIAGO,I-2   - 00003409 - SANTA DOMINGUITA,ICA,ICA,SANTIAGO,3409
ICA,ICA-PALPA-NAZCA,SANTIAGO,I-2   - 00003412 - PUESTO DE SALUD CORDOVA,ICA,ICA,OCUCAJE,3412
ICA,ICA-PALPA-NAZCA,SANTIAGO,I-2   - 00003413 - PAMPA CHACALTANA,ICA,ICA,OCUCAJE,3413
ICA,ICA-PALPA-NAZCA,SANTIAGO,I-3   - 00003373 - C.S SANTIAGO,ICA,ICA,SANTIAGO,3373
ICA,NO PERTENECE A NINGUNA RED,NO PERTENECE A NINGUNA MICRORED,II-2  - 00003358 - REGIONAL DE ICA,ICA,ICA,ICA,3358
JUNIN,CHANCHAMAYO,NO PERTENECE A NINGUNA MICRORED,II-2  - 00000308 - HOSPITAL REGIONAL DOCENTE DE MEDICINA TROPICAL DR. JULIO CESAR DEMARINI CARO,JUNIN,CHANCHAMAYO,CHANCHAMAYO,308
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000310 - VILLA DORADA,JUNIN,CHANCHAMAYO,CHANCHAMAYO,310
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000322 - LIBERTAD TOTERANI,JUNIN,CHANCHAMAYO,PERENE,322
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000323 - INCHATINGARI,JUNIN,CHANCHAMAYO,PERENE,323
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000326 - SANTA ROSA DE RIO AMARILLO,JUNIN,CHANCHAMAYO,PERENE,326
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000327 - ALTO PUMPURIANI,JUNIN,CHANCHAMAYO,PERENE,327
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000328 - CHURINGAVENI,JUNIN,CHANCHAMAYO,PERENE,328
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000329 - HUACAMAYO,JUNIN,CHANCHAMAYO,PERENE,329
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000331 - LOS ANGELES TOTERANI,JUNIN,CHANCHAMAYO,PERENE,331
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000332 - ALTO SAN JUAN,JUNIN,CHANCHAMAYO,PERENE,332
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000333 - CENTRO TOTERANI,JUNIN,CHANCHAMAYO,PERENE,333
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000334 - SANTA ROSA DE CAMONASHARI,JUNIN,CHANCHAMAYO,PERENE,334
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000335 - ZONA PATRIA,JUNIN,CHANCHAMAYO,PERENE,335
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00000336 - ALTO YAPAZ,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,336
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00006737 - JOSE OLAYA,JUNIN,CHANCHAMAYO,PERENE,6737
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00007319 - SANTA ROSA TOTERANI,JUNIN,CHANCHAMAYO,PERENE,7319
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00007362 - UNION PUCUSANI,JUNIN,CHANCHAMAYO,PERENE,7362
JUNIN,CHANCHAMAYO,PERENE,I-1   - 00014384 - JOSE GALVEZ,JUNIN,CHANCHAMAYO,PERENE,14384
JUNIN,CHANCHAMAYO,PERENE,I-2   - 00000319 - BAJO MARANKIARI,JUNIN,CHANCHAMAYO,PERENE,319
JUNIN,CHANCHAMAYO,PERENE,I-2   - 00000321 - ALTO YURINAKI,JUNIN,CHANCHAMAYO,PERENE,321
JUNIN,CHANCHAMAYO,PERENE,I-2   - 00000324 - LOS ANGELES DE UBIRIKI,JUNIN,CHANCHAMAYO,PERENE,324
JUNIN,CHANCHAMAYO,PERENE,I-2   - 00000325 - CENTRO POBLADO MENOR LA FLORIDA,JUNIN,CHANCHAMAYO,PERENE,325
JUNIN,CHANCHAMAYO,PERENE,I-2   - 00014385 - MARISCAL CACERES,JUNIN,CHANCHAMAYO,PERENE,14385
JUNIN,CHANCHAMAYO,PERENE,I-3   - 00000320 - PUERTO YURINAKI,JUNIN,CHANCHAMAYO,PERENE,320
JUNIN,CHANCHAMAYO,PERENE,I-3   - 00000330 - SAN FERNANDO DE KIVINAKI,JUNIN,CHANCHAMAYO,PERENE,330
JUNIN,CHANCHAMAYO,PERENE,I-4   - 00000318 - VILLA PERENE,JUNIN,CHANCHAMAYO,PERENE,318
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,I-1   - 00000312 - PUEBLO PARDO,JUNIN,CHANCHAMAYO,CHANCHAMAYO,312
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,I-1   - 00000316 - SANTA HERMINIA BAJA,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,316
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,I-1   - 00000317 - RAYMONDI,JUNIN,JUNIN,ULCUMAYO,317
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,I-2   - 00000311 - VILLA PROGRESO,JUNIN,CHANCHAMAYO,CHANCHAMAYO,311
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,I-3   - 00000314 - SAN LUIS DE SHUARO,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,314
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,I-3   - 00000315 - SANCHIRIO PALOMAR,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,315
JUNIN,CHANCHAMAYO,SAN RAMON,I-1   - 00000357 - PEDREGAL,JUNIN,CHANCHAMAYO,SAN RAMON,357
JUNIN,CHANCHAMAYO,SAN RAMON,I-1   - 00000359 - VISCATAN,JUNIN,CHANCHAMAYO,VITOC,359
JUNIN,CHANCHAMAYO,SAN RAMON,I-1   - 00000360 - UTCUYACU,JUNIN,CHANCHAMAYO,VITOC,360
JUNIN,CHANCHAMAYO,SAN RAMON,I-1   - 00000361 - UCHUBAMBA,JUNIN,JAUJA,MASMA,361
JUNIN,CHANCHAMAYO,SAN RAMON,I-1   - 00000363 - CHACAYBAMBA,JUNIN,JAUJA,MONOBAMBA,363
JUNIN,CHANCHAMAYO,SAN RAMON,I-2   - 00000355 - NARANJAL,JUNIN,CHANCHAMAYO,SAN RAMON,355
JUNIN,CHANCHAMAYO,SAN RAMON,I-2   - 00000356 - LA ESPERANZA,JUNIN,CHANCHAMAYO,SAN RAMON,356
JUNIN,CHANCHAMAYO,SAN RAMON,I-2   - 00000358 - VITOC,JUNIN,CHANCHAMAYO,VITOC,358
JUNIN,CHANCHAMAYO,SAN RAMON,I-2   - 00000362 - MONOBAMBA,JUNIN,JAUJA,MONOBAMBA,362
JUNIN,CHANCHAMAYO,SAN RAMON,I-4   - 00000354 - SAN RAMON,JUNIN,CHANCHAMAYO,SAN RAMON,354
JUNIN,JAUJA,HATUN XAUXA,I-1   - 00000367 - ATAURA,JUNIN,JAUJA,ATAURA,367
JUNIN,JAUJA,HATUN XAUXA,I-1   - 00000368 - HUERTAS,JUNIN,JAUJA,HUERTAS,368
JUNIN,JAUJA,HATUN XAUXA,I-1   - 00000370 - CANCHAPUNCO,JUNIN,JAUJA,PACCHA,370
JUNIN,JAUJA,HATUN XAUXA,I-1   - 00000371 - PACCHA MIRAFLORES,JUNIN,JAUJA,PACCHA,371
JUNIN,JAUJA,HATUN XAUXA,I-1   - 00000372 - MASAJCANCHA,JUNIN,JAUJA,PACCHA,372
JUNIN,JAUJA,HATUN XAUXA,I-1   - 00000373 - PATACANCHA,JUNIN,JAUJA,PACCHA,373
JUNIN,JAUJA,HATUN XAUXA,I-1   - 00000376 - SAUSA,JUNIN,JAUJA,SAUSA,376
JUNIN,JAUJA,HATUN XAUXA,I-1   - 00000378 - HUANCAS,JUNIN,JAUJA,YAUYOS,378
JUNIN,JAUJA,HATUN XAUXA,I-2   - 00000369 - PACA,JUNIN,JAUJA,PACA,369
JUNIN,JAUJA,HATUN XAUXA,I-3   - 00000377 - YAUYOS,JUNIN,JAUJA,YAUYOS,377
JUNIN,JAUJA,MARGEN DERECHA,I-1   - 00000400 - HUARIPAMPA,JUNIN,JAUJA,HUARIPAMPA,400
JUNIN,JAUJA,MARGEN DERECHA,I-1   - 00000401 - HUANCANI,JUNIN,JAUJA,LEONOR ORDOÑEZ,401
JUNIN,JAUJA,MARGEN DERECHA,I-1   - 00000402 - MUQUI,JUNIN,JAUJA,MUQUI,402
JUNIN,JAUJA,MARGEN DERECHA,I-1   - 00000405 - LLACUARIPAMPA,JUNIN,JAUJA,SINCOS,405
JUNIN,JAUJA,MARGEN DERECHA,I-1   - 00000407 - SALLAHUACHAC,JUNIN,JAUJA,SINCOS,407
JUNIN,JAUJA,MARGEN DERECHA,I-1   - 00000408 - CHALHUAS,JUNIN,JAUJA,SINCOS,408
JUNIN,JAUJA,MARGEN DERECHA,I-2   - 00000403 - MUQUIYAUYO,JUNIN,JAUJA,MUQUIYAUYO,403
JUNIN,JAUJA,MARGEN DERECHA,I-2   - 00000406 - ARAMACHAY,JUNIN,JAUJA,SINCOS,406
JUNIN,JAUJA,MARGEN DERECHA,I-3   - 00000404 - SINCOS,JUNIN,JAUJA,SINCOS,404
JUNIN,JAUJA,MARGEN IZQUIERDA,I-1   - 00000410 - NUEVA ESPERANZA,JUNIN,JAUJA,APATA,410
JUNIN,JAUJA,MARGEN IZQUIERDA,I-1   - 00000411 - SAN JOSE DE APATA,JUNIN,JAUJA,APATA,411
JUNIN,JAUJA,MARGEN IZQUIERDA,I-1   - 00000412 - CHICCHE,JUNIN,JAUJA,APATA,412
JUNIN,JAUJA,MARGEN IZQUIERDA,I-1   - 00000413 - PAUCAR APATA,JUNIN,JAUJA,APATA,413
JUNIN,JAUJA,MARGEN IZQUIERDA,I-1   - 00000414 - EL MANTARO,JUNIN,JAUJA,EL MANTARO,414
JUNIN,JAUJA,MARGEN IZQUIERDA,I-1   - 00000416 - SAN LORENZO,JUNIN,JAUJA,SAN LORENZO,416
JUNIN,JAUJA,MARGEN IZQUIERDA,I-2   - 00000415 - HUAMALI,JUNIN,JAUJA,HUAMALI,415
JUNIN,JAUJA,MARGEN IZQUIERDA,I-3   - 00000409 - APATA,JUNIN,JAUJA,APATA,409
JUNIN,JAUJA,NO PERTENECE A NINGUNA MICRORED,II-1  - 00000365 - HOSPITAL DOMINGO OLAVEGOYA,JUNIN,JAUJA,JAUJA,365
JUNIN,JAUJA,QUEBRADA DEL MANTARO,I-1   - 00000375 - ULLUSCA,JUNIN,JAUJA,PARCO,375
JUNIN,JAUJA,QUEBRADA DEL MANTARO,I-1   - 00000428 - MATACHICO,JUNIN,JAUJA,LLOCLLAPAMPA,428
JUNIN,JAUJA,QUEBRADA DEL MANTARO,I-2   - 00000374 - PARCO,JUNIN,JAUJA,PARCO,374
JUNIN,JAUJA,QUEBRADA DEL MANTARO,I-2   - 00000424 - CANCHAYLLO,JUNIN,JAUJA,CANCHAYLLO,424
JUNIN,JAUJA,QUEBRADA DEL MANTARO,I-2   - 00000425 - EL ROSARIO,JUNIN,JAUJA,CURICACA,425
JUNIN,JAUJA,QUEBRADA DEL MANTARO,I-2   - 00000426 - JANJAILLO,JUNIN,JAUJA,JANJAILLO,426
JUNIN,JAUJA,QUEBRADA DEL MANTARO,I-3   - 00000427 - LLOCLLAPAMPA,JUNIN,JAUJA,LLOCLLAPAMPA,427
JUNIN,JAUJA,VALLE AZUL,I-1   - 00000395 - MASMA CHICCHE,JUNIN,JAUJA,MASMA CHICCHE,395
JUNIN,JAUJA,VALLE AZUL,I-1   - 00000398 - QUERO,JUNIN,JAUJA,MOLINOS,398
JUNIN,JAUJA,VALLE AZUL,I-2   - 00000393 - JULCAN,JUNIN,JAUJA,JULCAN,393
JUNIN,JAUJA,VALLE AZUL,I-2   - 00000397 - MOLINOS,JUNIN,JAUJA,MOLINOS,397
JUNIN,JAUJA,VALLE AZUL,I-2   - 00000399 - CURIMARCA,JUNIN,JAUJA,MOLINOS,399
JUNIN,JAUJA,VALLE AZUL,I-3   - 00000394 - MASMA,JUNIN,JAUJA,MASMA,394
JUNIN,JAUJA,VALLE DE YACUS,I-1   - 00000417 - PANCAN,JUNIN,JAUJA,PANCAN,417
JUNIN,JAUJA,VALLE DE YACUS,I-1   - 00000418 - HUASQUICHA,JUNIN,JAUJA,PANCAN,418
JUNIN,JAUJA,VALLE DE YACUS,I-1   - 00000421 - APAYCANCHA,JUNIN,JAUJA,RICRAN,421
JUNIN,JAUJA,VALLE DE YACUS,I-1   - 00000422 - SAN PEDRO DE CHUNAN,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,422
JUNIN,JAUJA,VALLE DE YACUS,I-2   - 00000419 - RICRAN,JUNIN,JAUJA,RICRAN,419
JUNIN,JAUJA,VALLE DE YACUS,I-2   - 00000423 - YAULI - JAUJA,JUNIN,JAUJA,YAULI,423
JUNIN,JAUJA,VALLE DE YANAMARCA,I-1   - 00000381 - SACAS,JUNIN,JAUJA,ACOLLA,381
JUNIN,JAUJA,VALLE DE YANAMARCA,I-1   - 00000386 - YANACANCHA,JUNIN,JAUJA,PACA,386
JUNIN,JAUJA,VALLE DE YANAMARCA,I-1   - 00000389 - ARMONIA,JUNIN,JAUJA,POMACANCHA,389
JUNIN,JAUJA,VALLE DE YANAMARCA,I-1   - 00000390 - CASABLANCA,JUNIN,JAUJA,POMACANCHA,390
JUNIN,JAUJA,VALLE DE YANAMARCA,I-1   - 00000391 - TUNANMARCA,JUNIN,JAUJA,TUNAN MARCA,391
JUNIN,JAUJA,VALLE DE YANAMARCA,I-1   - 00006874 - CHUQUISHUARI,JUNIN,JAUJA,ACOLLA,6874
JUNIN,JAUJA,VALLE DE YANAMARCA,I-2   - 00000380 - EL TINGO,JUNIN,JAUJA,ACOLLA,380
JUNIN,JAUJA,VALLE DE YANAMARCA,I-2   - 00000382 - YANAMARCA,JUNIN,JAUJA,ACOLLA,382
JUNIN,JAUJA,VALLE DE YANAMARCA,I-2   - 00000383 - PACHASCUCHO,JUNIN,JAUJA,ACOLLA,383
JUNIN,JAUJA,VALLE DE YANAMARCA,I-2   - 00000384 - TINGO PACCHA,JUNIN,JAUJA,ACOLLA,384
JUNIN,JAUJA,VALLE DE YANAMARCA,I-2   - 00000385 - MARCO,JUNIN,JAUJA,MARCO,385
JUNIN,JAUJA,VALLE DE YANAMARCA,I-2   - 00000388 - POMACANCHA,JUNIN,JAUJA,POMACANCHA,388
JUNIN,JAUJA,VALLE DE YANAMARCA,I-3   - 00000379 - ACOLLA,JUNIN,JAUJA,ACOLLA,379
JUNIN,JAUJA,YAULI-OROYA,I-1   - 00000429 - CHACAPALPA,JUNIN,YAULI,CHACAPALPA,429
JUNIN,JAUJA,YAULI-OROYA,I-1   - 00000562 - SAN FRANCISCO DE YANTAC,JUNIN,YAULI,MARCAPOMACOCHA,562
JUNIN,JAUJA,YAULI-OROYA,I-1   - 00021449 - JUAN PABLO II,JUNIN,YAULI,SANTA ROSA DE SACCO,21449
JUNIN,JAUJA,YAULI-OROYA,I-1   - 00021450 - SAN FRANCISCO DE ASIS DE PUCARA,JUNIN,YAULI,MOROCOCHA,21450
JUNIN,JAUJA,YAULI-OROYA,I-1   - 00021481 - HUARI,JUNIN,YAULI,LA OROYA,21481
JUNIN,JAUJA,YAULI-OROYA,I-2   - 00000430 - HUAYHUAY,JUNIN,YAULI,HUAY HUAY,430
JUNIN,JAUJA,YAULI-OROYA,I-2   - 00000431 - SUITUCANCHA,JUNIN,YAULI,SUITUCANCHA,431
JUNIN,JAUJA,YAULI-OROYA,I-2   - 00000560 - HUAYNACANCHA,JUNIN,YAULI,LA OROYA,560
JUNIN,JAUJA,YAULI-OROYA,I-2   - 00000561 - MARCAPOMACOCHA,JUNIN,YAULI,MARCAPOMACOCHA,561
JUNIN,JAUJA,YAULI-OROYA,I-2   - 00000564 - PACCHA - LA OROYA,JUNIN,YAULI,PACCHA,564
JUNIN,JAUJA,YAULI-OROYA,I-2   - 00000567 - YAULI- LA OROYA,JUNIN,YAULI,YAULI,567
JUNIN,JAUJA,YAULI-OROYA,I-3   - 00000563 - MOROCOCHA,JUNIN,YAULI,MOROCOCHA,563
JUNIN,JAUJA,YAULI-OROYA,I-3   - 00000566 - SANTA ROSA DE SACCO,JUNIN,YAULI,SANTA ROSA DE SACCO,566
JUNIN,JAUJA,YAULI-OROYA,I-4   - 00000559 - LA OROYA,JUNIN,YAULI,LA OROYA,559
